sales_id,date_id,customer_id,location_id,product_id,Quantity,Unit Cost,Unit Price,Cost,Revenue
168,108,18,2,1,2,8,9,16,18
169,109,18,2,1,2,42.5,53.5,85,107
170,109,18,2,1,3,175,208,525,624
171,110,18,2,1,1,315,390,315,390
172,111,18,2,1,1,455,480,455,480
173,111,18,2,1,3,5.33,7,16,21
174,112,18,2,1,2,6,8,12,16
175,112,18,2,1,1,2,3,2,3
176,18,18,2,1,1,32,35,32,35
177,18,18,2,1,3,21.33,24,64,72
178,20,18,2,1,3,338.33,373.666667,1015,1121
179,20,18,2,1,2,37.5,36,75,72
180,20,18,2,1,1,270,268,270,268
181,20,18,2,1,3,36.67,37.666667,110,113
182,20,18,2,1,1,69,85,69,85
183,113,18,2,1,3,64.33,72,193,216
184,48,18,1,14,1,191,213,191,213
185,44,19,1,5,2,1160,1225,2320,2450
186,114,19,1,15,2,850.5,932.5,1701,1865
187,115,19,1,5,3,765,703.666667,2295,2111
188,115,19,1,10,1,153,144,153,144
189,116,19,1,5,3,765,744.333333,2295,2233
190,117,19,1,5,3,773.33,773.333333,2320,2320
191,100,20,2,12,3,247.33,263.666667,742,791
192,118,20,2,12,2,371,382.5,742,765
193,70,20,2,5,1,769,735,769,735
194,70,20,2,5,1,769,777,769,777
195,70,20,2,11,1,144,166,144,166
196,119,20,2,12,1,742,774,742,774
197,119,20,2,11,2,4.5,5.5,9,11
198,82,20,2,5,3,773.33,771.333333,2320,2314
199,67,20,2,11,2,58.5,62,117,124
200,16,20,2,5,2,1147.5,1169.5,2295,2339
201,120,20,2,2,3,220.33,269.666667,661,809
202,121,21,1,2,3,106,125.333333,318,376
203,96,22,3,16,3,360,444.333333,1080,1333
204,122,21,1,4,3,318,411.666667,954,1235
205,123,23,2,8,1,286,380,286,380
206,124,24,2,6,3,495,617.333333,1485,1852
207,101,24,2,6,2,605,756,1210,1512
208,125,24,2,6,3,165,197.666667,495,593
209,126,25,1,3,3,268.33,316,805,948
210,4,25,1,3,3,46.67,49.666667,140,149
211,114,25,1,3,2,210,252,420,504
212,106,25,1,3,1,420,456,420,456
213,127,25,1,3,1,350,432,350,432
214,128,25,1,3,3,268.33,334.666667,805,1004
215,72,25,1,3,1,1050,1302,1050,1302
216,28,25,1,3,3,35,38,105,114
217,129,25,1,3,1,315,345,315,345
218,130,25,1,3,3,186.67,207,560,621
219,131,25,1,3,3,35,36,105,108
220,75,25,1,3,3,210,241,630,723
221,115,26,3,1,2,385,393.5,770,787
222,115,26,3,1,2,52.5,56.5,105,113
223,11,26,3,6,3,513.33,554,1540,1662
224,132,27,3,1,2,70,85.5,140,171
225,132,27,3,1,1,14,16,14,16
226,133,27,3,1,2,20.5,23.5,41,47
227,134,27,3,1,3,183.33,209,550,627
228,134,27,3,1,2,4.5,5.5,9,11
229,135,26,2,9,1,111,129,111,129
230,136,28,1,3,1,105,129,105,129
231,137,28,1,15,3,180,202,540,606
232,138,28,1,12,1,742,677,742,677
233,138,28,1,3,2,52.5,67.5,105,135
234,139,28,1,5,3,683,623,2049,1869
235,140,28,1,5,2,1035.5,973.5,2071,1947
236,62,28,1,5,1,2295,2239,2295,2239
237,62,28,1,3,2,262.5,260,525,520
238,141,28,1,12,1,742,658,742,658
239,142,28,1,8,1,637,856,637,856
240,143,28,3,1,2,15,18.5,30,37
241,143,28,3,1,1,100,138,100,138
242,144,28,3,1,2,35,40,70,80
243,144,28,3,1,1,60,73,60,73
244,145,28,3,1,1,425,508,425,508
245,145,28,3,1,1,44,54,44,54
246,91,28,3,1,3,12.33,12,37,36
247,146,28,3,1,2,255,297.5,510,595
248,146,28,3,1,3,48.33,49,145,147
249,147,28,3,1,1,385,414,385,414
250,148,28,3,1,3,198.33,217,595,651
251,148,28,3,1,2,67.5,78.5,135,157
252,77,29,2,8,1,659,790,659,790
253,149,29,2,8,1,440,510,440,510
254,150,28,2,9,1,207,275,207,275
255,151,30,2,2,2,73.5,82,147,164
256,150,30,2,2,3,196,279,588,837
257,152,30,2,3,3,175,216,525,648
258,44,30,2,3,3,303.33,380.333333,910,1141
259,153,30,2,1,1,163,203,163,203
260,153,30,2,1,2,14,16.5,28,33
261,154,30,2,1,1,125,174,125,174
262,154,30,2,2,3,8,10.666667,24,32
263,155,30,2,1,2,43.5,50.5,87,101
264,155,30,2,1,2,67.5,81.5,135,163
265,156,30,2,1,2,25,31,50,62
266,156,30,2,1,3,7.67,8.333333,23,25
267,157,30,2,1,3,106.33,132.333333,319,397
268,106,30,2,1,1,717,892,717,892
269,106,30,2,1,3,5.33,6.666667,16,20
270,158,30,2,11,3,63,78.333333,189,235
271,108,30,2,1,1,225,275,225,275
272,108,30,2,1,2,37.5,42,75,84
273,159,30,2,3,3,46.67,63.333333,140,190
274,160,30,2,11,2,40.5,47,81,94
275,27,30,2,1,3,9.33,11,28,33
276,27,30,2,1,3,76,107,228,321
277,27,30,2,2,3,179.67,214.333333,539,643
278,7,30,2,1,3,20,24,60,72
279,7,30,2,3,2,350,384.5,700,769
280,161,30,2,11,1,135,163,135,163
281,162,30,2,1,3,46.67,56.333333,140,169
282,162,30,2,3,1,700,712,700,712
283,162,30,2,11,1,171,190,171,190
284,163,30,2,1,1,300,317,300,317
285,73,30,2,1,3,251.33,302.333333,754,907
286,73,30,2,1,2,12.5,13.5,25,27
287,164,30,2,3,2,507.5,508,1015,1016
288,165,30,2,1,2,312.5,341,625,682
289,165,30,2,1,2,67.5,79,135,158
290,165,30,2,1,2,32,36,64,72
291,148,30,2,11,1,216,245,216,245
292,166,30,2,1,3,8,8,24,24
293,167,30,2,11,3,90,85.333333,270,256
294,2,11,4,12,2,1192,1396,2384,2792
295,2,11,4,1,2,246.5,314.5,493,629
296,2,11,4,1,2,20,26,40,52
297,2,11,4,1,3,6,6.666667,18,20
298,2,11,4,4,3,318,321.666667,954,965
299,2,11,4,11,1,153,155,153,155
300,132,11,4,12,1,2384,2292,2384,2292
301,132,11,4,3,2,262.5,316.5,525,633
302,132,11,4,11,1,135,172,135,172
303,168,11,4,3,1,315,353,315,353
304,169,11,4,1,1,90,124,90,124
305,169,11,4,1,3,233.33,222,700,666
306,169,11,4,3,2,437.5,342,875,684
307,169,11,4,7,3,378,362,1134,1086
308,170,11,4,12,2,371,301,742,602
309,170,11,4,1,2,290,286,580,572
310,170,11,4,1,2,37.5,38.5,75,77
311,170,11,4,3,1,350,275,350,275
312,171,10,5,15,3,567,790,1701,2370
313,171,10,5,3,2,192.5,199,385,398
314,152,10,5,5,2,1160,1511.5,2320,3023
315,152,10,5,13,2,115,147,230,294
316,152,10,5,13,1,140,167,140,167
317,152,10,5,3,2,472.5,436.5,945,873
318,122,10,5,5,1,2295,2741,2295,2741
319,122,10,5,3,3,291.67,416.333333,875,1249
320,172,10,5,12,1,2384,2776,2384,2776
321,173,10,5,15,2,850.5,965.5,1701,1931
322,173,10,5,3,3,338.33,483.333333,1015,1450
323,174,10,5,12,1,742,668,742,668
324,174,10,5,13,2,18,20.5,36,41
325,174,10,5,13,1,50,68,50,68
326,174,10,5,2,2,330.5,468,661,936
327,37,10,5,12,3,794.67,983,2384,2949
328,37,10,5,3,2,280,306,560,612
329,175,10,5,15,1,2443,2499,2443,2499
330,176,10,5,5,1,2049,2271,2049,2271
331,177,10,5,15,2,1091,827.5,2182,1655
332,178,10,5,5,2,1160,799.5,2320,1599
333,179,10,5,5,1,565,692,565,692
334,179,10,5,13,3,26.67,32.333333,80,97
335,180,10,5,15,2,270,184,540,368
336,181,11,6,15,3,180,189,540,567
337,181,11,6,3,3,81.67,94.333333,245,283
338,182,11,6,12,1,2384,2425,2384,2425
339,183,11,6,5,1,2295,2296,2295,2296
340,183,11,6,3,3,256.67,341,770,1023
341,157,11,6,5,1,2320,2308,2320,2308
342,157,11,6,3,2,70,90.5,140,181
343,184,11,6,12,3,794.67,758.333333,2384,2275
344,184,11,6,3,2,525,685,1050,1370
345,185,11,6,5,3,765,834.666667,2295,2504
346,138,11,6,5,2,1160,1234,2320,2468
347,128,11,6,12,2,1192,1250.5,2384,2501
348,128,11,6,3,1,945,1232,945,1232
349,135,11,6,12,1,2384,2446,2384,2446
350,186,11,6,3,2,262.5,327,525,654
351,187,11,6,15,2,1091,961,2182,1922
352,188,11,6,5,1,2049,1892,2049,1892
353,189,11,6,15,1,2443,2314,2443,2314
354,190,11,6,5,3,683,628,2049,1884
355,52,11,6,5,1,2295,2084,2295,2084
356,52,11,6,3,1,315,359,315,359
357,33,11,6,5,3,773.33,740.666667,2320,2222
358,62,11,6,15,2,1221.5,1125.5,2443,2251
359,191,11,6,5,1,2295,2376,2295,2376
360,162,11,6,12,3,247.33,256.666667,742,770
361,192,11,6,15,1,2443,2318,2443,2318
362,193,11,6,12,3,247.33,219.666667,742,659
363,193,11,6,3,3,70,77.666667,210,233
364,26,11,6,15,1,540,465,540,465
365,26,11,6,3,1,420,456,420,456
366,194,11,6,3,2,420,462.5,840,925
367,74,11,6,3,2,437.5,441.5,875,883
368,195,11,6,5,2,1147.5,1034,2295,2068
369,165,11,6,5,1,2320,2094,2320,2094
370,165,11,6,3,3,175,201.666667,525,605
371,94,11,6,12,2,1192,1117.5,2384,2235
372,94,11,6,3,3,186.67,211,560,633
373,196,11,6,12,1,2384,2192,2384,2192
374,197,11,6,15,3,180,167.333333,540,502
375,197,11,6,3,1,630,669,630,669
376,144,31,7,1,1,660,1066,660,1066
377,144,31,7,1,1,37,56,37,56
378,154,31,7,12,1,2384,2988,2384,2988
379,154,31,7,1,2,377,589,754,1178
380,154,31,7,1,2,37.5,56.5,75,113
381,128,31,7,15,3,814.33,1139.666667,2443,3419
382,128,31,7,13,3,18,25.333333,54,76
383,198,31,7,13,2,25,33.5,50,67
384,198,31,7,13,3,46.67,59,140,177
385,7,32,8,9,1,111,166,111,166
386,48,32,8,9,3,63.67,84.666667,191,254
387,143,33,9,13,3,45,67,135,201
388,143,33,9,2,3,228.67,290,686,870
389,143,33,9,13,3,23.33,33,70,99
390,121,33,9,13,3,30,31.333333,90,94
391,121,33,9,13,3,1.67,2.666667,5,8
392,199,33,9,13,1,80,85,80,85
393,199,33,9,13,1,225,212,225,212
394,200,34,10,13,1,105,138,105,138
395,200,34,10,13,2,55,80.5,110,161
396,182,34,6,1,1,400,498,400,498
397,32,34,6,1,3,28,36,84,108
398,32,34,6,1,3,186.33,216.333333,559,649
399,32,34,6,2,1,392,483,392,483
400,201,34,6,12,1,2384,2415,2384,2415
401,157,34,6,1,3,241.67,301,725,903
402,157,34,6,1,1,40,49,40,49
403,184,34,6,1,2,48,60.5,96,121
404,184,34,6,1,2,204,240.5,408,481
405,202,34,6,12,3,247.33,238.666667,742,716
406,203,34,6,12,1,2384,2432,2384,2432
407,203,34,6,1,3,8.33,10.666667,25,32
408,203,34,6,1,1,406,460,406,460
409,203,34,6,1,2,31,38,62,76
410,71,34,6,1,1,36,43,36,43
411,129,34,6,1,2,179.5,182.5,359,365
412,86,34,6,1,1,522,558,522,558
413,170,34,6,1,2,182.5,188.5,365,377
414,170,34,6,1,2,46,48,92,96
415,204,34,6,12,2,1192,1133.5,2384,2267
416,205,34,6,12,1,742,676,742,676
417,205,34,6,11,3,75,90.666667,225,272
418,206,35,2,12,1,742,757,742,757
419,207,36,1,13,1,210,249,210,249
420,207,36,1,13,3,25,32,75,96
421,207,36,1,14,1,127,140,127,140
422,208,36,1,3,1,315,382,315,382
423,129,36,1,3,3,58.33,65.666667,175,197
424,147,36,1,3,1,630,704,630,704
425,106,37,1,1,3,326.67,398.666667,980,1196
426,106,37,1,1,3,26.67,35.333333,80,106
427,106,37,1,1,1,23,25,23,25
428,209,37,1,1,1,92,106,92,106
429,209,37,1,3,3,186.67,207,560,621
430,208,37,2,12,1,742,737,742,737
431,208,37,2,3,3,70,89.666667,210,269
432,208,37,2,2,1,686,734,686,734
433,210,37,2,1,1,37,41,37,41
434,61,36,2,1,3,105,134,315,402
435,211,36,2,1,1,100,136,100,136
436,133,36,2,1,3,25,29,75,87
437,212,36,2,1,1,15,16,15,16
438,212,36,2,1,2,157.5,178,315,356
439,213,36,2,1,1,24,24,24,24
440,213,36,2,1,3,21.33,21.333333,64,64
441,213,36,2,9,2,103.5,107.5,207,215
442,44,38,3,3,1,560,738,560,738
443,214,38,3,5,3,765,802.333333,2295,2407
444,214,38,3,3,1,980,1387,980,1387
445,160,38,3,5,3,765,826.333333,2295,2479
446,38,38,3,15,2,270,282,540,564
447,7,38,3,12,1,742,675,742,675
448,7,38,3,3,3,291.67,352.666667,875,1058
449,215,38,3,5,1,2049,1719,2049,1719
450,134,38,3,5,3,765,783,2295,2349
451,146,38,3,5,1,2295,2133,2295,2133
452,146,38,3,3,2,52.5,56.5,105,113
453,163,38,3,5,3,773.33,695.666667,2320,2087
454,216,39,1,15,1,540,506,540,506
455,217,39,1,1,2,67.5,88,135,176
456,217,39,1,1,2,26.5,34,53,68
457,153,39,1,1,1,50,64,50,64
458,153,39,1,1,1,29,37,29,37
459,32,39,1,15,3,567,559.666667,1701,1679
460,218,39,1,1,1,65,86,65,86
461,218,39,1,1,2,44,57.5,88,115
462,96,39,1,1,2,48,54.5,96,109
463,96,39,1,1,3,119.67,157.333333,359,472
464,108,39,1,12,2,607.5,615,1215,1230
465,159,39,1,1,1,60,86,60,86
466,159,39,1,1,1,350,415,350,415
467,219,39,1,12,3,794.67,939.333333,2384,2818
468,211,39,1,12,1,742,758,742,758
469,220,39,1,15,2,270,248,540,496
470,220,39,1,15,2,270,289.5,540,579
471,221,39,1,1,3,32.67,43,98,129
472,221,39,1,1,2,46,59.5,92,119
473,9,39,1,1,1,430,514,430,514
474,9,39,1,1,2,27.5,37,55,74
475,222,39,1,1,3,135.33,171.666667,406,515
476,222,39,1,1,3,13.33,17.333333,40,52
477,223,39,1,1,1,330,394,330,394
478,224,39,1,15,2,500,449.5,1000,899
479,198,39,1,1,3,280,310.333333,840,931
480,198,39,1,1,1,150,153,150,153
481,191,39,1,1,3,50,56,150,168
482,225,39,1,1,2,337.5,362.5,675,725
483,225,39,1,1,1,25,24,25,24
484,68,39,1,1,3,141.67,150.666667,425,452
485,68,39,1,1,3,21.33,23.333333,64,70
486,19,39,1,1,1,140,150,140,150
487,195,39,1,15,1,1701,1711,1701,1711
488,226,39,1,15,2,560,488,1120,976
489,226,39,1,1,3,8,9.666667,24,29
490,226,39,1,1,1,200,206,200,206
491,87,39,1,1,3,1.33,1.333333,4,4
492,87,39,1,1,1,652,717,652,717
493,87,39,1,1,3,20,22.333333,60,67
494,227,39,1,1,2,180,208,360,416
495,227,39,1,1,3,41.67,45.666667,125,137
496,167,39,1,1,2,52,55.5,104,111
497,167,39,1,1,1,913,948,913,948
498,228,40,1,12,3,247.33,251.333333,742,754
499,8,40,1,12,2,1192,1205.5,2384,2411
500,216,39,1,11,2,112.5,151,225,302
501,32,39,1,11,3,6,7,18,21
502,220,39,1,11,2,58.5,62,117,124
503,33,39,1,11,1,180,231,180,231
504,14,39,1,11,1,216,196,216,196
505,165,31,2,4,2,795,886,1590,1772
506,229,41,1,5,2,1147.5,1074.5,2295,2149
507,123,42,1,1,1,630,717,630,717
508,123,42,1,1,1,95,112,95,112
509,230,42,1,1,1,300,353,300,353
510,230,42,1,1,2,65,89.5,130,179
511,231,42,1,1,3,8.33,11,25,33
512,232,42,1,1,2,280,329.5,560,659
513,232,42,1,1,2,4.5,6.5,9,13
514,107,42,1,1,3,326,417.333333,978,1252
515,121,42,1,1,2,60,70.5,120,141
516,160,42,1,1,2,195,252,390,504
517,160,42,1,1,1,50,60,50,60
518,233,42,1,1,1,203,239,203,239
519,233,42,1,1,2,37.5,46,75,92
520,233,42,1,1,2,28.5,37.5,57,75
521,97,42,1,1,2,175,205.5,350,411
522,97,42,1,1,2,38,43.5,76,87
523,97,42,1,1,3,6,7,18,21
524,234,43,2,9,1,191,253,191,253
525,235,43,2,9,2,12,12,24,24
526,117,43,2,9,3,39.67,42.333333,119,127
527,200,44,2,9,1,231,273,231,273
528,178,44,2,9,2,28,31.5,56,63
529,236,44,2,9,2,95.5,114.5,191,229
530,237,44,2,9,1,111,115,111,115
531,212,44,2,9,1,183,181,183,181
532,216,45,2,14,2,63.5,77,127,154
533,119,33,1,9,2,28,38.5,56,77
534,238,33,1,9,1,40,44,40,44
535,217,46,2,1,2,333.5,431,667,862
536,217,46,2,1,2,35,47,70,94
537,32,46,2,15,3,567,553.333333,1701,1660
538,63,46,2,1,1,84,100,84,100
539,63,46,2,1,3,184.67,215,554,645
540,239,46,2,15,1,540,622,540,622
541,240,46,2,1,1,69,83,69,83
542,240,46,2,15,3,373.33,375.333333,1120,1126
543,240,46,2,1,1,56,74,56,74
544,240,46,2,1,1,450,546,450,546
545,3,46,2,1,1,945,1091,945,1091
546,3,46,2,1,3,18.33,23,55,69
547,241,46,2,16,2,660,867,1320,1734
548,105,46,2,1,1,870,1221,870,1221
549,105,46,2,1,1,80,97,80,97
550,242,46,2,15,1,1120,1218,1120,1218
551,158,46,2,1,2,30,35.5,60,71
552,70,46,2,15,3,180,173.666667,540,521
553,243,46,2,1,3,222.33,312,667,936
554,243,46,2,1,2,57.5,69.5,115,139
555,243,46,2,1,2,7,8.5,14,17
556,56,46,2,15,1,540,549,540,549
557,202,46,2,15,2,560,537,1120,1074
558,244,46,2,15,3,261,246.333333,783,739
559,58,46,2,1,1,115,135,115,135
560,58,46,2,1,1,140,160,140,160
561,245,46,2,15,1,1120,997,1120,997
562,162,46,2,15,1,1701,1629,1701,1629
563,246,46,2,1,2,367.5,409.5,735,819
564,246,46,2,1,3,46.67,54.666667,140,164
565,98,46,2,15,1,1120,1062,1120,1062
566,47,46,2,1,2,75,76.5,150,153
567,47,46,2,1,3,23.33,23.666667,70,71
568,148,46,2,1,2,261,269.5,522,539
569,148,46,2,1,1,25,29,25,29
570,247,46,2,1,3,11.67,12.333333,35,37
571,87,46,2,15,1,1120,1032,1120,1032
572,227,46,2,1,1,100,112,100,112
573,227,46,2,1,3,256.67,295,770,885
574,227,46,2,1,3,7.67,8,23,24
575,54,46,2,1,3,326.67,384.333333,980,1153
576,54,46,2,1,3,1.67,2,5,6
577,248,47,1,5,1,2295,2210,2295,2210
578,91,48,2,11,1,63,69,63,69
579,231,49,3,8,3,132,154.666667,396,464
580,231,49,3,9,3,5.33,6.333333,16,19
581,249,49,3,5,3,765,818.666667,2295,2456
582,206,49,3,8,1,593,633,593,633
583,250,49,3,5,1,2295,2257,2295,2257
584,250,49,3,9,1,135,164,135,164
585,251,49,3,9,3,77,78.333333,231,235
586,252,49,3,5,3,765,745.666667,2295,2237
587,24,49,3,15,3,373.33,360.666667,1120,1082
588,253,50,3,8,1,528,615,528,615
589,254,50,3,6,2,605,674.5,1210,1349
590,254,50,3,9,1,127,140,127,140
591,255,46,3,1,2,358.5,472.5,717,945
592,76,46,3,1,1,840,1108,840,1108
593,76,46,3,1,3,11.67,15.333333,35,46
594,256,46,3,1,3,1.67,2.333333,5,7
595,256,46,3,1,2,23,32,46,64
596,242,46,3,1,1,105,146,105,146
597,65,46,3,1,2,18.5,22,37,44
598,191,46,3,1,2,50,54.5,100,109
599,191,46,3,1,3,66.67,69,200,207
600,75,46,3,1,2,54,60,108,120
601,75,46,3,1,1,587,630,587,630
602,148,46,3,1,2,75,82.5,150,165
603,148,46,3,1,1,420,497,420,497
604,257,51,1,1,2,34.5,44,69,88
605,258,51,1,1,2,192.5,249,385,498
606,158,51,1,1,2,44,52.5,88,105
607,158,51,1,1,2,161,212,322,424
608,109,51,1,1,1,65,85,65,85
609,138,51,1,1,2,12.5,17,25,34
610,259,51,1,1,3,11.33,14,34,42
611,72,51,1,1,2,75,86.5,150,173
612,60,51,1,1,3,338.33,350.666667,1015,1052
613,60,51,1,1,1,7,8,7,8
614,17,51,1,1,1,595,668,595,668
615,17,51,1,1,1,80,83,80,83
616,260,51,1,1,3,15.33,17,46,51
617,226,51,1,1,2,55,59.5,110,119
618,226,51,1,1,3,35,42.666667,105,128
619,261,51,1,1,3,8.33,9,25,27
620,51,51,1,1,1,20,21,20,21
621,51,51,1,1,3,280,283.333333,840,850
622,262,51,1,1,3,315,342.666667,945,1028
623,61,52,1,1,3,3,3.333333,9,10
624,218,52,1,1,1,50,69,50,69
625,96,52,1,1,2,57.5,74,115,148
